ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Transmission mode	Function	Function Tag	Related Data	Genome ID	Reference	doi	Journal	Year	Note	Country	Collect Location
RISB1387	Symbiont	Diptera	Glossinidae	None	Glossina	Pseudomonadota	Enterobacterales	Wigglesworthia	Genus	Wigglesworthia	Wigglesworthia	Bacteria	Intracellular	None	Wigglesworthia provisions folate (vitamin $\text{B}_9$) which pathogenic African trypanosomes exploit to successfully establish an infection in the tsetse fly vector's midgut (MG).	B vitamin supplementation	None	None	Mutualist-Provisioned Resources Impact Vector Competency	10.1128/mbio.00018-19	MBIO	2019	None	USA	Yale’s insectary
RISB1388	Symbiont	Hemiptera	Cicadellidae	Deltocephalinae	Yamatotettix flavovittatus	Pseudomonadota	None	Candidatus Yamatotia	Genus	Candidatus Yamatotia	Candidatus Yamatotia cicadellidicola	Bacteria	Extracellular	None	Candidatus Yamatotia cicadellidicola is suggested as a co-primary symbiont, involved in nutrient-provisioning (e.g., amino acid provision).	amino acid provision	None	None	New bacterium symbiont in the bacteriome of the leafhopper Yamatotettix flavovittatus Matsumura	10.1016/j.aspen.2019.06.015	JOURNAL OF ASIA-PACIFIC ENTOMOLOGY	2019	None	Thailand	Khon Kaen Province, northeast region of Thailand
RISB1389	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis gossypii	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	Intracellular	Vertical	Buchnera aphidicola functions in nutrient-provisioning (e.g., amino acids).	amino acid provision	CP042427	None	Obligate bacterial endosymbionts limit thermal tolerance of insect host species	10.1073/pnas.1915307116	Proceedings of the National Academy of Sciences of the United States of America	2019	heat exposure of Aphis gossypii enhanced fecundity and had no effect on the Buchnera titer.	USA, Germany	Tucson AZ USA ；Austin TX USA；Madison WI USA；Austin TX USA ；Belgium ；Austin TX USA ；Berlin Germany ；
RISB1390	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis fabae	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	Intracellular	Vertical	Buchnera aphidicola functions in nutrient-provisioning (e.g., amino acids).	amino acid provision	CP042427	None	Obligate bacterial endosymbionts limit thermal tolerance of insect host species	10.1073/pnas.1915307116	Proceedings of the National Academy of Sciences of the United States of America	2019	heat suppressed Buchnera populations in Aphis fabae, which suffered elevated mortality, delayed development and reduced fecundity	USA, Germany	Tucson AZ USA ；Austin TX USA；Madison WI USA；Austin TX USA ；Belgium ；Austin TX USA ；Berlin Germany ；
RISB1391	Symbiont	Hymenoptera	Apidae	Apinae	Tetragonisca angustula	Actinomycetota	Kitasatosporales	Streptomyces	Genus	Streptomyces	Streptomyces sp.	Bacteria	None	None	Streptomyces sp. produces antibiotics that exhibit antimicrobial activity, mainly against Gram-positive bacteria and fungi.	antimicrobial activity	None	None	Phylogenetic analyses of antibiotic-producing Streptomyces sp. isolates obtained from the stingless-bee Tetragonisca angustula (Apidae: Meliponini)	10.1099/mic.0.000754	MICROBIOLOGY-SGM	2019	None	Costa Rica	five different colonies of T. angustula at La Selva Biological Station, Sarapiquí, Costa Rica (10.43° N, 83.98° E)
RISB1392	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter sp. FAW4-1	Bacteria	None	None	Enterobacter sp. FAW4-1 mediates assaults by maize defenses on the fall armyworm's digestive and immune systems, resulting in reduced growth and elevated mortality in the insect.	plant defense modulation	None	None	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	10.1073/pnas.1908748116	Proceedings of the National Academy of Sciences of the United States of America	2019	None	Pennsylvania	Benzon Research
RISB1393	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus sp. FAW13-5	Bacteria	None	None	Enterococcus sp. FAW13-5 mediates assaults by maize defenses on the fall armyworm's digestive and immune systems, resulting in reduced growth and elevated mortality in the insect.	plant defense modulation	None	None	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	10.1073/pnas.1908748116	Proceedings of the National Academy of Sciences of the United States of America	2019	None	Pennsylvania	Benzon Research
RISB1394	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella sp. FAW8-1	Bacteria	None	None	Klebsiella sp. FAW8-1 mediates assaults by maize defenses on the fall armyworm's digestive and immune systems, resulting in reduced growth and elevated mortality in the insect.	plant defense modulation	None	None	Plant defenses interact with insect enteric bacteria by initiating a leaky gut syndrome	10.1073/pnas.1908748116	Proceedings of the National Academy of Sciences of the United States of America	2019	None	Pennsylvania	Benzon Research
RISB1395	Symbiont	Coleoptera	Chrysomelidae	Cassidinae	Octodonta nipae	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	None	None	Pyrosequencing Uncovers a Shift in Bacterial Communities Across Life Stages of Octodonta nipae (Coleoptera: Chrysomelidae)	10.3389/fmicb.2019.00466	FRONTIERS IN MICROBIOLOGY	2019	None	China	 infested palm trees in a palm nursery at the Fuqing Entry-Exit Inspection and Quarantine Bureau in Fuqing (25°43′42′′N, 119°20′35′E), Fujian, China
RISB1396	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter freundii	Bacteria	Extracellular	None	Citrobacter freundii suppresses Beauveria bassiana conidia germination and hyphal growth.	antimicrobial activity	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None	China	Fanzhen (36°14′N, 117°25′E), Shandong Province, China
RISB1397	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter ludwigii	Bacteria	Extracellular	None	Enterobacter ludwigii suppresses Beauveria bassiana conidia germination and hyphal growth.	antimicrobial activity	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None	China	Fanzhen (36°14′N, 117°25′E), Shandong Province, China
RISB1398	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas protegens	Bacteria	Extracellular	None	Pseudomonas protegens suppresses Beauveria bassiana conidia germination and hyphal growth.	antimicrobial activity	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None	China	Fanzhen (36°14′N, 117°25′E), Shandong Province, China
RISB1399	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia plymuthica	Bacteria	Extracellular	None	Serratia plymuthica suppresses Beauveria bassiana conidia germination and hyphal growth.	antimicrobial activity	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None	China	Fanzhen (36°14′N, 117°25′E), Shandong Province, China
RISB1400	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Bacteroidota	Sphingobacteriales	Sphingobacterium	Genus	Sphingobacterium	Sphingobacterium faecium	Bacteria	Extracellular	None	Sphingobacterium faecium suppresses Beauveria bassiana conidia germination and hyphal growth.	antimicrobial activity	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None	China	Fanzhen (36°14′N, 117°25′E), Shandong Province, China
RISB1401	Symbiont	Diptera	Anthomyiidae	Anthomyiinae	Delia antiqua	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas maltophilia	Bacteria	Extracellular	None	Stenotrophomonas maltophilia suppresses Beauveria bassiana conidia germination and hyphal growth.	antimicrobial activity	None	None	Repressed Beauveria bassiana infections in Delia antiqua due to associated microbiota	10.1002/ps.5084	PEST MANAGEMENT SCIENCE	2019	None	China	Fanzhen (36°14′N, 117°25′E), Shandong Province, China
RISB1402	Amplicon	Diptera	Chironomidae	Chironominae	Chironomus transvaalensis	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRR7825142-SRR7825228	None	Seasonal dynamics of Chironomus transvaalensis populations and the microbial community composition of their egg masses	10.1093/femsle/fnaa008	FEMS MICROBIOLOGY LETTERS	2019	None	Israel	the Tivon wastewater stabilization pond (WSP) (longitude 35.120385, latitude 32.678328) and Kibbutz Yifat drilling waters (longitude 35.224583, latitude 32.68641)
RISB1403	Symbiont	Coleoptera	Nitidulidae	Nitidulinae	Aethina tumida	Ascomycota	Serinales	Kodamaea	Genus	Kodamaea	Kodamaea ohmeri	Fungi	Extracellular	Horizontal	Kodamaea ohmeri produces volatiles that make bee pollen dough more attractive to adult beetles.	other	None	None	Small Hive Beetle (Coleoptera: Nitidulidae) and the Yeast, Kodamaea ohmeri: A Facultative Relationship Under Laboratory Conditions	10.1093/jee/toy378	JOURNAL OF ECONOMIC ENTOMOLOGY	2019	None	Australia	the Agri-Science Queensland Department of Agriculture and Fisheries culture at the Ecosciences Precinct, Dutton Park, QLD, Australia
RISB1404	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera litura	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	None	None	Enterococcus mundtii degrades flubendiamide.	pesticide metabolization	None	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase	10.1007/s13213-019-01536-w	Annals of Microbiology	2019	None	Brazil	provided by Bayer S.A., Brazil
RISB1405	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera litura	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus casseliflavus	Bacteria	None	None	Enterococcus casseliflavus degrades flubendiamide.	pesticide metabolization	None	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase	10.1007/s13213-019-01536-w	Annals of Microbiology	2019	None	Brazil	provided by Bayer S.A., Brazil
RISB1406	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Ascomycota	Sordariales	Neurospora	Genus	Neurospora	Neurospora	Fungi	None	None	Neurospora degrades flubendiamide.	pesticide metabolization	None	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase	10.1007/s13213-019-01536-w	Annals of Microbiology	2019	None	Brazil	provided by Bayer S.A., Brazil
RISB1407	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Neotropical butterflies	None	None	None	None	None	Bacterial and fungal gut microbiota	Bacteria	None	None	Bacterial and fungal gut microbiota digest compounds abundant in foods.	digestive enzymes	SRR8178115-SRR8178555	None	Structure and function of the bacterial and fungal gut microbiota of Neotropical butterflies	10.1002/ecm.1346	ECOLOGICAL MONOGRAPHS	2019	None	Costa Rica	 La Selva Biological Research Station (10°26′ N, 83°59′ W). La Selva is located in the lowlands on the Caribbean versant of the Cordillera Central in Costa Rica
RISB1408	Symbiont	Diptera	Tephritidae	Trypetinae	Anastrepha fraterculus	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia is the only known reproductive symbiont in these morphotypes and reduces the ability for embryonic development in crosses involving cured females and infected males (uni-directional Cytoplasmic Incompatibility or CI).	cytoplasmic incompatibility	MG977022-MG977028	None	Symbionts do not affect the mating incompatibility between the Brazilian-1 and Peruvian morphotypes of the Anastrepha fraterculus cryptic species complex	10.1038/s41598-019-54704-y	SCIENTIFIC REPORTS	2019	None	Peru	the mass-rearing facility in La Molina, Lima, Peru
RISB1409	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera oleae	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	Vertical	Gut bacteria and host attributes collectively drive oviposition preference towards green olives in Bactrocera oleae.	other	None	None	Symbiotic bacteria affect oviposition behavior in the olive fruit fly Bactrocera oleae	10.1016/j.jinsphys.2019.103917	JOURNAL OF INSECT PHYSIOLOGY	2019	None	Israel	the campus of the Faculty of Agriculture, Food, and Environment (Rehovot; 31.9050° N, 34.8046° E), Hebrew University of Jerusalem
RISB1410	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera oleae	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea	Bacteria	Extracellular	Vertical	Pantoea affects oviposition behavior, morphogenesis, and development.	developmental modulation,fertility	None	None	Symbiotic bacteria affect oviposition behavior in the olive fruit fly Bactrocera oleae	10.1016/j.jinsphys.2019.103917	JOURNAL OF INSECT PHYSIOLOGY	2019	None	Israel	the campus of the Faculty of Agriculture, Food, and Environment (Rehovot; 31.9050° N, 34.8046° E), Hebrew University of Jerusalem
RISB1411	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus faecalis	Bacteria	Extracellular	None	Enterococcus faecalis in an enriched diet increases the lifespan but lowers the fecundity of female Bactrocera dorsalis.	growth regulation	MK764696	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC MICROBIOLOGY	2019	None	China	infested orange fruits in the experimental orchard of Huazhong Agricultural University (30°4′N and 114°3′ E) (Wuhan, Hubei Province, China)
RISB1412	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella oxytoca	Bacteria	None	None	Klebsiella oxytoca in an enriched diet increases the lifespan but lowers the fecundity of female Bactrocera dorsalis.	growth regulation	MK749918	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC MICROBIOLOGY	2019	None	China	infested orange fruits in the experimental orchard of Huazhong Agricultural University (30°4′N and 114°3′ E) (Wuhan, Hubei Province, China)
RISB1413	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea dispersa	Bacteria	None	None	Pantoea dispersa causes female Bactrocera dorsalis to lay more eggs but have a shorter lifespan.	growth regulation,fertility,lifespan modulation	MK749919	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC MICROBIOLOGY	2019	None	China	infested orange fruits in the experimental orchard of Huazhong Agricultural University (30°4′N and 114°3′ E) (Wuhan, Hubei Province, China)
RISB1414	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter cloacae	Bacteria	Extracellular	None	Enterobacter cloacae causes female Bactrocera dorsalis to lay more eggs but have a shorter lifespan.	growth regulation,fertility,lifespan modulation	MK749920	None	Symbiotic bacteria motivate the foraging decision and promote fecundity and survival of Bactrocera dorsalis (Diptera: Tephritidae)	10.1186/s12866-019-1607-3	BMC Microbiology	2019	None	China	infested orange fruits in the experimental orchard of Huazhong Agricultural University (30°4′N and 114°3′ E) (Wuhan, Hubei Province, China)
RISB1415	Symbiont	Blattodea	Rhinotermitidae	Psammotermitinae	Psammotermes hypostoma	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus cereus	Bacteria	Extracellular	None	Bacillus cereus isolates show significant cellulolytic activity, contributing to cellulose digestion.	cellulose hydrolysis	MG991567	None	Symbiotic cellulolytic bacteria from the gut of the subterranean termite Psammotermes hypostoma Desneux and their role in cellulose digestion	10.1186/s13568-019-0830-5	AMB EXPRESS	2019	None	Egypt	Al-Haraga village, Fayoum Governorate, Egypt
